"data","tipo_refeicao","Segunda-Feira 27/04/2026","Terça-Feira 28/04/2026"
"2026-04-26_16:36:54.95616","Café da manhã","Pão hot-dog ou integral com presunto 
Opção vegana: pão hot-dog ou integral com patê de ervas vegano 
Laranja","Pão francês ou integral com ovo mexido
Pão francês ou integral com pasta de abacate 
Mamão"
"2026-04-26_16:36:54.95616","Almoço","Carne moída com ervilha 
Opção vegana: PTS ao sugo com ervilha 
Purê prático de batata 
Salada de folhosas  e rabanete 
Molho para saladas: molho mostarda 
Melancia","Filé de frango ao molho de laranja 
Opção vegana: falafel 
Jardineira de legumes 
Saladas de folhosa e beterraba ralada 
Molho para saladas: vinagrete 
Creme de abacaxi"
"2026-04-26_16:36:54.95616","Jantar","Frango assado com alecrim 
Opção vegana: grão-de-bico com vagem refogados 
Sopa caldo de cenoura 
Salada de folhosas  e chuchu 
Molho para saladas: vinagrete","Barreado 
Opção vegana: lentilha com cebola crocante 
Banana à milanesa 
Saladas de folhosa e berinjela 
Molho para saladas: molho tártaro"
