"data","tipo_refeicao","Quinta-Feira 16/10/2025","Sexta-Feira 17/10/2025"
"2025-10-16_04:23:06.441725","Café da manhã","Pão francês com manteiga 
Opção vegana: pão integral com hommus 
Bolo mármore 
Melancia","Pão de hot-dog com patê de queijo
Opção vegana: pão integral com patê de cenoura 
Banana"
"2025-10-16_04:23:06.441725","Almoço","Picadinho de carne à jardineira 
Opção vegana: tomate recheado com feijão branco 
Batata doce cozida 
Saladas folhosa  e berinjela 
Molho para salada: molho verde 
Mamão","Frango crocante 
Opção vegana: grão-de-bico com curry 
Quirera com tempero verde
Saladas de folhosa  e pepino 
Molho para salada: vinagrete 
Pudim de chocolate"
"2025-10-16_04:23:06.441725","Jantar","Frango à dorê 
Opção vegana: hambúrguer de soja 
Sopa creme de cebola 
Saladas folhosa  e tomate 
Molho para salada: vinagrete","Copa lombo assada 
2ª opção: ovos mexidos à provençal 
Opção vegana: ervilha refogada 
Caldo verde 
Saladas de folhosa  e cenoura ralada 
Molho para salada: molho de mostarda"
