"data","tipo_refeicao","Quinta-Feira 09/04/2026","Sexta-Feira 10/04/2026"
"2026-04-09_04:33:37.021316","Café da manhã","Pão hot-dog ou integral com ovo mexido 
Opção vegana: pão hot-dog ou integral com pasta de abacate 
Melancia","Pão de cenoura ou integral com patê de frango
Opção vegana: pão de cenoura ou integral com patê de ervas vegano
Salada de frutas"
"2026-04-09_04:33:37.021316","Almoço","Frango chinês 
Opção vegana: grão-de-bico chinês 
Macarrão na manteiga 
Saladas de folhosas  e tomate 
Molho para saladas: vinagrete 
Mamão","Barreado 
Opção vegana: ervilha seca com abóbora e cominho 
Farofa de banana 
Saladas de folhosas e berinjela 
Molho para saladas: molho tártaro
Abacaxi"
"2026-04-09_04:33:37.021316","Jantar","Carne ensopada 
Opção vegana: tomate recheado com feijão cavalo 
Sopa caipira 
Saladas de folhosas  e chuchu com orégano 
Molho para saladas: molho rosê","Nhoque à bolonhesa 
Opção vegana: nhoque ao sugo com PTS 
Sopa juliana com arroz
Saladas de folhosas e vagem com milho 
Molho para saladas: vinagrete"
