"data","tipo_refeicao","Sexta-Feira 10/10/2025","Segunda-Feira 13/10/2025"
"2025-10-10_04:21:20.628904","Café da manhã","Pão de cenoura com patê de frango 
Opção vegana: pão integral com patê de ervas 
Salada de frutas","Pão de hot-dog com ovo mexido 
Opção vegana: pão integral com patê de azeitona 
Maçã"
"2025-10-10_04:21:20.628904","Almoço","Barreado 
Opção vegana: pimentão recheado com ervilha seca 
Farofa de banana 
Saladas de folhosa  e berinjela cozida 
Molho de salada: molho tártaro","Bife acebolado 
Opção vegana: lentilha refogada 
Quibebe 
Saladas de folhosa  e beterraba ralada  
Molho para salada: molho de mostarda. 
Tangerina"
"2025-10-10_04:21:20.628904","Jantar","Lasanha á bolonhesa 
Opção vegana: Abobrinha recheada com proteína de soja 
Sopa juliana com arroz 
Saladas de folhosa  e repolho cozido
Molho para salada: vinagrete","Carne moída ao molho 
Opção vegana: PTS com couve 
Canja 
Saladas de folhosa  e tabule  
Molho para salada: vinagrete"
