"data","tipo_refeicao","Sexta-Feira 24/04/2026","Segunda-Feira 27/04/2026"
"2026-04-24_09:29:37.91489","Café da manhã","Pão de milho ou integral com patê de frango 
Opção vegana: pão de milho ou integral com pasta de ervilha-seca 
Melão","Pão hot-dog ou integral com presunto 
Opção vegana: pão hot-dog ou integral com patê de ervas vegano 
Laranja"
"2026-04-24_09:29:37.91489","Almoço","Estrogonofe de carne 
Opção vegana; estrogonofe de soja 
Batata chips 
Saladas de folhosas  e outono 
Molho para salada: vinagrete 
Ponkan","Carne moída com ervilha 
Opção vegana: PTS ao sugo com ervilha 
Purê prático de batata 
Salada de folhosas  e rabanete 
Molho para saladas: molho mostarda 
Melancia"
"2026-04-24_09:29:37.91489","Jantar","Filé de frango no limão 
Opção vegana: moqueca de banana com feijão branco 
Sopa juliana com arroz 
Saladas de folhosas  e tomate 
Molho para salada: molho verde","Frango assado com alecrim 
Opção vegana: grão-de-bico com vagem refogados 
Sopa caldo de cenoura 
Salada de folhosas  e chuchu 
Molho para saladas: vinagrete"
