"data","tipo_refeicao","Quarta-Feira 04/02/2026","Quinta-Feira 05/02/2026"
"2026-02-04_14:46:41.06273","Café da manhã","Pão de milho ou integral com presunto
Opção vegana: pão de cenoura ou integral com patê de inhame 
Melão","Pão hot-dog ou integral  com patê de frango 
Opção vegana: pão hot-dog ou integral com patê de azeitona vegano 
Salada de frutas"
"2026-02-04_14:46:41.06273","Almoço","Frango com quiabo 
Opção vegana: lentilha com quiabo 
Quibebe 
Saladas de folhosa  e macarronese 
Molho para saladas: vinagrete 
Maçã","Carne moída à mexicana 
Opção vegana: chilli vegano 
Batata sautée 
Saladas de folhosa  e pepino 
Molho para saladas: molho rosê 
Mamão"
"2026-02-04_14:46:41.06273","Jantar","Bife à cigana 
Opção vegana: grão-de-bico com vagem 
Canja 
Saladas de folhosa  e berinjela com orégano 
Molho para saladas: mostarda","Espetinho de frango à milanesa 
Opção vegana: espetinho de bolinha de ervilha seca à milanesa 
Sopa de legumes com carne 
Saladas de folhosa  e chuchu 
Molho para saladas: vinagrete"
