"data","tipo_refeicao","Terça-Feira 07/10/2025","Quarta-Feira 08/10/2025"
"2025-10-07_16:21:34.932312","Café da manhã","Pão de milho com manteiga 
Opção vegana: pão integral com doce de banana 
Melancia","Pão francês com queijo 
Opção vegana: pão integral com patê de ervilha seca 
Mamão"
"2025-10-07_16:21:34.932312","Almoço","Frango assado 
Opção vegana: croquete de lentilha 
Repolho refogado 
Salada de folhosa  e cenoura cozida 
Molho para salada: molho verde 
Sagu com creme","Bife à romanesca 
Opção vegana: PTS refogada com espinafre 
Abobrinha refogada 
Saladas de folhosa  e beterraba ralada 
Molho para salada: vinagrete 
Abacaxi"
"2025-10-07_16:21:34.932312","Jantar","Bife à milanesa 
Opção vegana: soja à caipira 
Sopa de abóbora e aipim 
Salada de folhosa  e rabanete 
Molho para salada: vinagrete","Panqueca de frango 
Opção vegana: panqueca de ervilha com cenoura 
Sopa de legumes com carne e arroz 
Saladas de folhosa  e pepino 
Molho para salada: vinagrete"
