"data","tipo_refeicao","Quinta-Feira 26/02/2026","Sexta-Feira 27/02/2026","Segunda-Feira 02/03/2026"
"2026-02-26_18:46:24.039912","Café da manhã","Pão de milho ou integral com queijo 
Opção vegana: pão de milho ou integral com pasta de ervilha-seca 
Melão","Pão hot-dog ou integral com patê de frango 
Opção vegana: pão hot-dog ou integral com doce de maçã 
Abacaxi","Pão hot-dog ou integral com patê de cenoura com ervas 
Opção vegana: pão hot-dog ou integral com patê de cenoura com ervas vegano 
Mamão"
"2026-02-26_18:46:24.039912","Almoço","Cubos de frango com bacon e cebola
Opção vegana: panqueca recheada com quinoa, PTS e legumes 
Abobrinha e cenoura com orégano 
Saladas de folhosa  e pepino 
Molho para saladas: vinagrete 
Torta de bolacha","Picadinho ao molho com ervilha 
Opção vegana: grão-de-bico ao molho com ervilha 
Polenta cremosa 
Saladas de folhosa  e berinjela 
Molho para saladas: molho verde 
Laranja","Bisteca à cigana 
2ª opção: ovos à provençal 
Opção vegana: ervilha seca ao molho de tomate 
Repolho refogado com bacon 
Saladas de folhosa  e cenoura ralada 
Molho para saladas: molho rosê 
Laranja"
"2026-02-26_18:46:24.039912","Jantar","Bife de panela 
Opção vegana: grão-de-bico ao sugo 
Canja 
Saladas de folhosa  e tomate 
Molho para saladas: molho tártaro","Empadão de frango 
Opção vegana: empadão de feijão fradinho com legumes 
Sopa creme de abóbora ao curry 
Saladas de folhosa  e beterraba ralada 
Molho para saladas: vinagrete","Carne moída especial 
Opção vegana: PTS especial 
Sopa da casa 
Saladas de folhosa  e beterraba ralada 
Molho para saladas: vinagrete"
