"data","tipo_refeicao","Segunda-Feira 19/01/2026","Terça-Feira 20/01/2026"
"2026-01-17_20:19:35.839407","Café da manhã","Pão de cenoura com queijo 
Opção: pão de cenoura ou integral com patê de ervas 
Melancia","Pão hot-dog com presunto 
Opção: pão hot-dog ou integral com escabeche de berinjela 
Bolo de laranja 
Abacaxi"
"2026-01-17_20:19:35.839407","Almoço","Bisteca ao molho do chefe 
2° opção: ovo frito 
Opção vegana: lentilha com batata salsa ao molho escuro 
Abobrinha refogada 
Saladas de folhosa  e cenoura ralada 
Molho para salada: rosê 
Maçã","Fricassê de frango 
Opção vegana: fricassê de ervilha-seca 
Arroz crocante 
Saladas de folhosa  e pepino 
Molho para salada: vinagrete 
Espuma de framboesa"
"2026-01-17_20:19:35.839407","Jantar","Filé de frango à canadense 
Opção vegana: moussaka de ervilha-seca 
Sopa colorida com carne 
Saladas de folhosa  e tomate 
Molho para salada: vinagrete","Goulash 
Opção vegana: goulash de grão-de-bico 
Sopa Califórnia 
Saladas de folhosa  e rabanete 
Molho para salada: mostarda"
