"data","tipo_refeicao","Sexta-Feira 07/11/2025","Segunda-Feira 10/11/2025"
"2025-11-07_10:23:55.813695","Café da manhã","Pão francês ou integral com manteiga 
Opção vegana: pão francês ou integral com hommus 
Abacaxi","Pão hot-dog ou integral com queijo 
Opção vegana: pão hot-dog ou integral com escabeche de berinjela
Maçã"
"2025-11-07_10:23:55.813695","Almoço","Filé de frango ao molho de mostarda 
Opção vegana: panqueca de ervilha com cenoura 
Batata sautée 
Saladas de folhosa  e tomate 
Molho para saladas: vinagrete 
Creme de chocolate","Bife 
Opção vegana: lentilha ao sugo 
Virado de couve 
Saladas de folhosa  e cenoura ralada 
Molho para saladas: molho mostarda 
Laranja"
"2025-11-07_10:23:55.813695","Jantar","Carne moída com molho 
Opção vegana: PTS ao sugo 
Sopa de abóbora com aipim 
Saladas de folhosa  e beterraba ralada 
Molho para saladas: vinagrete","Frango assado 
Opção vegana: berinjela à rolê com pasta de feijão branco 
Creme de milho 
Saladas de folhosa  e tomate 
Molho para saladas: vinagrete"
