"data","tipo_refeicao","Quinta-Feira 16/10/2025","Sexta-Feira 17/10/2025","Segunda-Feira 20/10/2025"
"2025-10-16_16:26:33.804846","Café da manhã","Pão francês com manteiga 
Opção vegana: pão integral com hommus 
Bolo mármore 
Melancia","Pão de hot-dog com patê de queijo
Opção vegana: pão integral com patê de cenoura 
Banana","Pão hot-dog com queijo 
Pão integral com pasta de amendoim 
Melancia"
"2025-10-16_16:26:33.804846","Almoço","Picadinho de carne à jardineira 
Opção vegana: tomate recheado com feijão branco 
Batata doce cozida 
Saladas folhosa  e berinjela 
Molho para salada: molho verde 
Mamão","Frango crocante 
Opção vegana: grão-de-bico com curry 
Quirera com tempero verde
Saladas de folhosa  e pepino 
Molho para salada: vinagrete 
Pudim bicolor","Cubos  bovinos ao molho ferrugem 
Opção vegana: Berinjela à rolê com pasta de feijão branco 
Polenta cremosa ao sugo
Saladas de folhosa e abobrinha ralada 
Molho para salada: vinagrete 
Melão"
"2025-10-16_16:26:33.804846","Jantar","Filé de frango à milanesa 
Opção vegana: hambúrguer de soja 
Sopa creme de cebola 
Saladas folhosa  e tomate 
Molho para salada: vinagrete","Copa lombo assada 
2ª opção: ovos mexidos à provençal 
Opção vegana: ervilha refogada 
Caldo verde 
Saladas de folhosa  e cenoura ralada 
Molho para salada: molho de mostarda","Filé de peixe à milanesa 
Opção vegana: batata recheada com PTS 
Sopa de legumes com carne e arroz 
Saladas de folhosa e pepino
Molho para salada: molho tártaro"
