"data","tipo_refeicao","Quarta-Feira 06/05/2026","Quinta-Feira 07/05/2026"
"2026-05-06_06:26:52.962493","Café da manhã","Pão de milho ou integral com queijo 
Opção vegana: pão de milho ou integral com patê de ervas com inhame 
Melão","Pão hot-dog ou integral com patê de frango 
Opção vegana: pão hot-dog ou integral com patê de abacate 
Abacaxi"
"2026-05-06_06:26:52.962493","Almoço","Frango com quiabo
Opção vegana: lentilha com quiabo 
Quibebe 
Saladas de folhosas  e macarronese 
Molho para saladas: vinagrete  
Tangerina Ponkan","Carne moída à mexicana 
Opção vegana: chilli vegano 
Batata sautée 
Saladas de folhosas  e pepino 
Molho para saladas: molho rosê 
Mamão"
"2026-05-06_06:26:52.962493","Jantar","Bife à cigana 
Opção vegana: grão-de-bico com vagem à cigana 
Canja 
Saladas de folhosas  e berinjela com orégano
Molho para saladas: molho mostarda","Espetinho de frango à milanesa 
Opção vegana: espetinho de bolinha de ervilha-seca à milanesa 
Sopa de legumes com carne 
Saladas de folhosas  e chuchu 
Molho para saladas: vinagrete"
