"data","tipo_refeicao","Quarta-Feira 15/04/2026","Quinta-Feira 16/04/2026","Sexta-Feira 17/04/2026"
"2026-04-15_20:55:39.769904","Café da manhã","Pão de milho ou integral com presunto 
Opção vegana: pão de milho ou integral com doce de banana 
Melão","Pão francês ou integral com manteiga 
Opção vegana: pão francês ou integral com hommus 
Tangerina ponkan","Pão de milho ou integral com pasta de amendoim 
Opção vegana: pão de milho ou integral com patê de beterraba com inhame 
Bolo de aipim 
Abacaxi"
"2026-04-15_20:55:39.769904","Almoço","Bisteca à cigana 
2ª opção: ovo mexido
Opção vegana: grão-de-bico ao molho com ervilha 
Legumes refogados 
Saladas de folhosas  e tomate 
Molho para saladas: vinagrete 
Laranja","Picadinho especial 
Opção vegana: tomate recheado com PTS e milho 
Batata doce ao açafrão 
Saladas de folhosas  e rabanete 
Molho para saladas: molho verde 
Mamão","Peixe frito no fubá 
Opção vegana: bolinho de feijão 
Pirão de legumes 
Saladas de folhosas  e pepino 
Molho para saladas: vinagrete 
Banana"
"2026-04-15_20:55:39.769904","Jantar","Bife de panela 
Opção vegana: moussaka de feijão branco 
Caldo italiano 
Saladas de folhosas  e beterraba ralada 
Molho para saladas: molho tártaro","Espetinho de frango à milanesa 
Opção vegana: espetinho de bolinha de soja à milanesa 
Sopa creme de cebola 
Saladas de folhosas  e tomate 
Molho para saladas: vinagrete","Copa lombo ao sugo 
2ª opção: ovo cozido 
Opção vegana: ervilha-seca ao sugo 
Sopa de raízes 
Saladas de folhosas  e cenoura ralada 
Molho para saladas: molho mostarda"
