"data","tipo_refeicao","Terça-Feira 09/12/2025","Quarta-Feira 10/12/2025"
"2025-12-09_03:15:27.594721","Café da manhã","Pão de cenoura ou integral com patê de presunto 
Opção vegana: pão de cenoura ou integral com patê de grão-de-bico com beterraba 
Melão","Pão francês ou integral com queijo 
Opção vegana: pão francês ou integral com patê de alho 
Banana"
"2025-12-09_03:15:27.594721","Almoço","Filé de frango com queijo 
Opção vegana: tomate recheado com lentilha 
Abóbora refogada 
Saladas de folhosa  e rabanete 
Molho para saladas: vinagrete 
Melancia","Carne moída refogada 
Opção vegana: PTS refogada com cenoura 
Espaguete ao sugo 
Saladas de folhosa e abobrinha cozida 
Molho para salada: vinagrete 
Gelatina de morango com creme"
"2025-12-09_03:15:27.594721","Jantar","Kibe caseiro 
Opção vegana: kibe de PTS com abóbora 
Sopa cremosa de aipim 
Saladas de folhosa  e berinjela cozida 
Molho para saladas: molho rosê","Filé de peixe frito 
Opção vegana: madalena de grão-de-bico 
Sopa de legumes com carne e arroz 
Saladas de folhosa e beterraba ralada 
Molho para salada: vinagrete"
