"data","tipo_refeicao","Terça-Feira 28/10/2025","Quarta-Feira 29/10/2025","Quinta-Feira 30/10/2025"
"2025-10-28_18:26:35.573324","Café da manhã","Pão francês ou integral com ovos mexidos 
Opção vegana: pão francês ou integral com patê de abacate 
Mamão","Pão de hot-dog ou integral com manteiga 
Pão de hot-dog ou integral com patê de grão-de-bico com beterraba 
Melão","Pão de milho ou integral com queijo 
Opção vegana: pão de milho ou integral com pasta de amendoim 
Banana"
"2025-10-28_18:26:35.573324","Almoço","Bife à cigana 
Opção vegana: falafel 
Purê prático de batata 
Saladas de folhosa  e beterraba ralada 
Molho para salada: vinagrete 
Melancia","Fricassê de frango 
Opção vegana: charuto de feijão fradinho ao sugo 
Bolinho de arroz 
Saladas de folhosa e legumes 
Molho para salada: molho rosê 
mamão","Copa lombo ao molho roty 
2ª opção: omelete de forno 
Opção vegana: PTS refogada com espinafre 
Aipim temperado  
Saladas de folhosa e cenoura cozida 
Molho para salada: vinagrete 
Salada de frutas"
"2025-10-28_18:26:35.573324","Jantar","Pernil em cubos ao molho de mostarda 
2ª opção: omelete 
Opção vegana: tomate recheado com lentilha
Sopa de frango com legumes 
Saladas de folhosa  e berinjela 
Molho para salada: molho tártaro","Bife acebolado 
Opção vegana: moussaka de quinoa 
Sopa de feijão com macarrão 
Saladas de folhosa e pepino 
Molho para salada: vinagrete","Iscas bovinas com legumes 
Opção vegana: ervilha com legumes 
Sopa de lentilha 
Saladas de folhosa e beterraba cozida 
Molho para salada: molho de mostarda"
