"data","tipo_refeicao","Terça-Feira 25/11/2025","Quarta-Feira 26/11/2025"
"2025-11-25_03:15:36.603275","Café da manhã","Pão de cenoura ou integral com presunto 
Opção vegana: pão de cenoura ou integral com pasta de amendoim 
Melancia","Pão francês ou integral com ovos mexidos 
Opção vegana: pão francês ou integral com patê de cenoura 
Bolo formigueiro 
Mamão"
"2025-11-25_03:15:36.603275","Almoço","Filé de peixe à milanesa 
Opção vegana: charuto de repolho com ervilha 
Jardineira de legumes 
Salada de folhosa  e rabanete com cenoura 
Molho para saladas: molho mostarda 
Gelatina de pêssego","Bife ao molho madeira 
Opção vegana: lentilha refogada 
Batata doce sauteé 
Salada de folhosa e tomate 
Molho para saladas: vinagrete 
Melão"
"2025-11-25_03:15:36.603275","Jantar","Bife à pizzaiolo 
Opção vegana: abobrinha à rolê com pasta de lentilha 
Sopa de carne à florentina 
Salada de folhosa  e chuchu com tempero verde 
Molho para saladas: vinagrete","Frango assado 
Opção vegana: quinoa com abóbora refogada
Sopa de feijão 
Salada de folhosa e salpicão 
Molho para saladas: vinagrete"
