"data","tipo_refeicao","Sexta-Feira 10/04/2026","Segunda-Feira 13/04/2026"
"2026-04-10_04:49:37.226463","Café da manhã","Pão de cenoura ou integral com patê de frango 
Opção vegana: pão de cenoura ou integral com patê de ervas vegano 
Salada de frutas","Pão hot-dog ou integral com ovo mexido 
Opção vegana: pão hot-dog ou integral com patê de azeitona vegano 
Maçã"
"2026-04-10_04:49:37.226463","Almoço","Barreado 
Opção vegana: ervilha-seca com abóbora e cominho 
Farofa de banana 
Saladas de folhosas  e berinjela 
Molho para saladas: molho tártaro 
Abacaxi","Iscas de carne ao molho escuro 
Opção vegana: lentilha com cebola crocante 
Quibebe 
Saladas de folhosas  e beterraba ralada 
Molho para saladas: molho mostarda 
Tangerina ponkan"
"2026-04-10_04:49:37.226463","Jantar","Nhoque à bolonhesa 
Opção vegana: nhoque ao sugo com PTS 
Sopa juliana com arroz 
Saladas de folhosas  e vagem com milho 
Molho para saladas: vinagrete","Carne moída com ervas 
Opção vegana: PTS com vagem refogada 
Canja 
Saladas de folhosas  e tabule 
Molho para saladas: vinagrete"
