"data","tipo_refeicao","Quinta-Feira 23/04/2026","Sexta-Feira 24/04/2026","Segunda-Feira 27/04/2026"
"2026-04-24_02:07:21.572808","Café da manhã","Pão de cenoura ou integral com patê de queijo 
Opção vegana: pão de cenoura ou integral com pasta de amendoim 
Salada de frutas","Pão de milho ou integral com patê de frango 
Opção vegana: pão de milho ou integral com pasta de ervilha-seca 
Melão","Pão hot-dog ou integral com presunto 
Opção vegana: pão hot-dog ou integral com patê de ervas vegano 
Laranja"
"2026-04-24_02:07:21.572808","Almoço","Frango assado ao açafrão 
Opção vegana: nuggets de grão-de-bico 
Ratatouille 
Saladas de folhosas  e caipira 
Molho para saladas: molho especial de cenoura 
Maçã","Estrogonofe de carne 
Opção vegana; estrogonofe de soja 
Batata chips 
Saladas de folhosas  e outono 
Molho para salada: vinagrete 
Ponkan","Carne moída com ervilha 
Opção vegana: PTS ao sugo com ervilha 
Purê prático de batata 
Salada de folhosas  e rabanete 
Molho para saladas: molho mostarda 
Melancia"
"2026-04-24_02:07:21.572808","Jantar","Bife acebolado 
Opção vegana: coxinha de PTS com azeitona 
Sopa da casa 
Saladas de folhosas  e vagem com cenoura 
Molho para saladas: vinagrete","Filé de frango no limão 
Opção vegana: moqueca de banana com feijão branco 
Sopa juliana com arroz 
Saladas de folhosas  e tomate 
Molho para salada: molho verde","Frango assado com alecrim 
Opção vegana: grão-de-bico com vagem refogados 
Sopa caldo de cenoura 
Salada de folhosas  e chuchu 
Molho para saladas: vinagrete"
