"data","tipo_refeicao","Segunda-Feira 20/10/2025","Terça-Feira 21/10/2025"
"2025-10-19_10:15:51.922807","Café da manhã","Pão hot-dog com presunto 
Pão integral com pasta de amendoim 
Melancia","Pão de milho com queijo 
Opção vegana: pão integral com escabeche de berinjela 
Mamão"
"2025-10-19_10:15:51.922807","Almoço","Cubos bovinos ao molho ferrugem 
Opção vegana: berinjela à rolê com pasta de feijão branco 
Polenta cremosa ao sugo 
Saladas de folhosa e abobrinha ralada 
Molho para salada: vinagrete 
Melão","Filé de peixe à milanesa 
Opção vegana: croquete de feijão fradinho 
Chuchu com cenoura sautée 
Saladas de folhosa  e tomate
Molho para salada: molho verde 
Gelatina colorida"
"2025-10-19_10:15:51.922807","Jantar","Filé de peixe à milanesa 
Opção vegana: batata recheada com PTS 
Sopa de legumes com carne e arroz 
Saladas de folhosa  e pepino 
Molho para salada: molho tártaro","Carne moída ao molho 
Opção vegana: goulash de ervilha seca 
Sopa cremosa de aipim 
Saladas de folhosa  e beterraba ralada 
Molho para salada: vinagrete"
