"data","tipo_refeicao","Sexta-Feira 16/01/2026","Segunda-Feira 19/01/2026"
"2026-01-16_12:34:47.845923","Café da manhã","Pão francês com ovo mexido 
Opção: pão francês ou integral com patê de espinafre 
Melão","Pão de cenoura com queijo 
Opção: pão de cenoura ou integral com patê de ervas 
Melancia"
"2026-01-16_12:34:47.845923","Almoço","Filé de frango na mostarda 
Opção vegana: bolinho de feijão fradinho com vinagrete 
Repolho à portuguesa 
Saladas de folhosa  e berinjela 
Molho para salada: tártaro 
Torta de bolacha","Bisteca ao molho do chefe 
2° opção: ovo frito 
Opção vegana: lentilha com batata salsa ao molho escuro 
Abobrinha refogada 
Saladas de folhosa  e cenoura ralada 
Molho para salada: rosê 
Maçã"
"2026-01-16_12:34:47.845923","Jantar","Bife de panela 
Opção vegana: tomate recheado com PTS 
Caldo italiano 
Saladas de folhosa  e russa 
Molho para salada: vinagrete","Filé de frango à canadense 
Opção vegana: moussaka de ervilha-seca 
Sopa colorida com carne 
Saladas de folhosa  e tomate 
Molho para salada: vinagrete"
