"data","tipo_refeicao","Sexta-Feira 17/10/2025","Segunda-Feira 20/10/2025"
"2025-10-17_04:20:40.599122","Café da manhã","Pão de hot-dog com patê de queijo
Opção vegana: pão integral com patê de cenoura 
Banana","Pão hot-dog com queijo 
Pão integral com pasta de amendoim 
Melancia"
"2025-10-17_04:20:40.599122","Almoço","Frango crocante 
Opção vegana: grão-de-bico com curry 
Quirera com tempero verde
Saladas de folhosa  e pepino 
Molho para salada: vinagrete 
Pudim bicolor","Cubos  bovinos ao molho ferrugem 
Opção vegana: Berinjela à rolê com pasta de feijão branco 
Polenta cremosa ao sugo
Saladas de folhosa e abobrinha ralada 
Molho para salada: vinagrete 
Melão"
"2025-10-17_04:20:40.599122","Jantar","Copa lombo assada 
2ª opção: ovos mexidos à provençal 
Opção vegana: ervilha refogada 
Caldo verde 
Saladas de folhosa  e cenoura ralada 
Molho para salada: molho de mostarda","Filé de peixe à milanesa 
Opção vegana: batata recheada com PTS 
Sopa de legumes com carne e arroz 
Saladas de folhosa e pepino
Molho para salada: molho tártaro"
