"data","tipo_refeicao","Quarta-Feira 15/10/2025","Quinta-Feira 16/10/2025","Sexta-Feira 17/10/2025"
"2025-10-15_12:34:05.509811","Café da manhã","Pão de milho com presunto
Opção vegana: pão integral com patê de grão-de-bico e beterraba 
Melão","Pão francês com manteiga 
Opção vegana: pão integral com hommus 
Bolo de milho 
Melancia","Pão de hot-dog com patê de queijo
Opção vegana: pão integral com patê de cenoura 
Banana"
"2025-10-15_12:34:05.509811","Almoço","Bisteca ao molho roty 
2ª opção: omelete de forno 
Opção vegana: charuto de grão-de-bico 
Legumes quentes 
Saladas de folhosa  e tomate 
Molho para salada: vinagrete 
Pudim de chocolate com bolacha","Picadinho de carne à jardineira 
Opção vegana: tomate recheado com feijão branco 
Batata doce cozida 
Saladas folhosa  e berinjela 
Molho para salada: molho verde 
Mamão","Frango crocante 
Opção vegana: grão-de-bico com curry 
Quirera com tempero verde
Saladas de folhosa e pepino 
Molho para salada: vinagrete 
Pudim de baunilha"
"2025-10-15_12:34:05.509811","Jantar","Bife de panela 
Opção vegana: moussaka feijão branco 
Sopa de frango com macarrão 
Saladas de folhosa  e beterraba ralada 
Molho para salada: molho tártaro","Frango à dorê 
Opção vegana: hambúrguer de soja 
Sopa creme de cebola 
Saladas folhosa  e tomate 
Molho para salada: vinagrete","Copa lombo assada 
2ª opção: ovos mexidos à provençal 
Opção vegana: Ervilha refogada
Caldo verde 
Saladas de folhosa e cenoura ralada 
Molho para salada: molho de mostarda"
