"data","tipo_refeicao","Terça-Feira 10/02/2026","Quarta-Feira 11/02/2026"
"2026-02-10_04:29:20.07349","Café da manhã","Pão hot-dog ou integral com ovo mexido 
Opção vegana: pão hot-dog ou integral com hommus 
Maçã","Pão de milho ou integral com presunto 
Opção vegana: pão de milho ou integral com patê de cenoura vegano 
Bolo de chocolate 
Banana"
"2026-02-10_04:29:20.07349","Almoço","Frango assado na laranja 
Opção vegana: madalena de feijão cavalo 
Ratatouille 
Saladas de folhosa  e batata doce caramelada 
Molho para saladas: vinagrete 
Torta de amendoim","Carne ensopada 
Opção vegana: trouxinha de acelga com pasta de ervilha seca 
Aipim sautée 
Saladas de folhosa  e pepino 
Molho para saladas: vinagrete 
Salada de frutas"
"2026-02-10_04:29:20.07349","Jantar","Bife à rolê 
Opção vegana: canelone recheado com ervilha seca 
Sopa de legumes com arroz 
Saladas de folhosa  e vagem com milho 
Molho para saladas: vinagrete","Filé de peixe no fubá 
Opção vegana: sardinha vegana com creme de lentilha 
Sopa londrina 
Saladas de folhosa  e abobrinha ralada 
Molho para saladas: molho verde"
