"data","tipo_refeicao","Quinta-Feira 30/10/2025","Sexta-Feira 31/10/2025"
"2025-10-30_08:25:54.973861","Café da manhã","Pão de milho ou integral com queijo 
Opção vegana: pão de milho ou integral com pasta de amendoim 
Banana","Pão hot-dog ou integral com manteiga 
Opção vegana: pão hot-dog ou integral com patê de cenoura 
Melancia"
"2025-10-30_08:25:54.973861","Almoço","Goulash 
Opção vegana: PTS refogada com espinafre 
Aipim temperado  
Saladas de folhosa  e cenoura cozida 
Molho para salada: vinagrete 
Salada de frutas","Copa lombo ao molho rotty 
2ª opção: omelete de forno 
Opção vegana: goulash de ervilha seca 
Abobrinha refogada 
Saladas de folhosa  e pepino 
Molho para salada: vinagrete 
Surpresa de banana"
"2025-10-30_08:25:54.973861","Jantar","Iscas bovinas com legumes 
Opção vegana: ervilha com legumes 
Sopa de lentilha 
Saladas de folhosa  e beterraba cozida 
Molho para salada: molho de mostarda","Empadão de frango 
Opção vegana: empadão de feijão fradinho com legumes 
Sopa de carne à florentina 
Saladas de folhosa  e tomate 
Molho para salada: vinagrete"
