"data","tipo_refeicao","Quarta-Feira 10/12/2025","Quinta-Feira 11/12/2025","Sexta-Feira 12/12/2025"
"2025-12-10_22:20:48.0439","Café da manhã","Pão hot-dog ou integral com queijo 
Opção vegana: pão francês ou integral com patê de alho 
Banana","Pão de milho ou integral com manteiga 
Opção vegana: pão de milho ou integral com pasta de amendoim 
Mamão","Pão francês ou integral com presunto 
Opção vegana: pão francês ou integral com escabeche de berinjela
Melancia"
"2025-12-10_22:20:48.0439","Almoço","Carne moída refogada 
Opção vegana: PTS refogada com cenoura 
Espaguete ao sugo 
Saladas de folhosa e abobrinha cozida 
Molho para salada: vinagrete 
Gelatina de morango com creme","Filé de peixe à milanesa 
Opção vegana: pimentão recheado com ervilha seca 
Legumes sautée 
Saladas de folhosa e arco-íris 
Molho para salada: vinagrete
Maçã","Bife à romanesca 
Opção vegana: grão-de-bico refogado
Purê prático de batata 
Saladas de folhosa e pepino 
Molho para saladas:  vinagrete 
Sagu de vinho"
"2025-12-10_22:20:48.0439","Jantar","Frango ao molho de açafrão
Opção vegana: madalena de grão-de-bico 
Sopa de legumes com carne e arroz 
Saladas de folhosa e beterraba ralada 
Molho para salada: vinagrete","Picadinho ao molho ferrugem 
Opção vegana: grão-de-bico  xadrez 
Sopa creme de cebola 
Saladas de folhosa e batata doce caramelizada 
Molho para salada: vinagrete","Filé de peixe frito 
Opção vegana: charuto de feijão fradinho ao sugo
Creme de abóbora com carne 
Saladas de folhosa e chuchu com cheiro-verde 
Molho para saladas:  molho rosê"
