"data","tipo_refeicao","Quarta-Feira 08/10/2025","Quinta-Feira 09/10/2025"
"2025-10-08_10:18:03.189068","Café da manhã","Pão francês com patê de queijo 
Opção vegana: pão integral com patê de ervilha seca 
Mamão","Pão hot-dog com ovo mexido 
Opção vegana: pão integral com patê de abacate 
Banana"
"2025-10-08_10:18:03.189068","Almoço","Bife à romanesca 
Opção vegana: PTS refogada com espinafre 
Abobrinha refogada 
Saladas de folhosa  e beterraba ralada 
Molho para salada: vinagrete 
Abacaxi","Goulash de frango com legumes 
Opção vegana: goulash de ervilha seca 
Espaguete ao alho e óleo 
Saladas de folhosa  e tomate 
Molho para salada: vinagrete 
Pudim romeu e julieta"
"2025-10-08_10:18:03.189068","Jantar","Panqueca de frango 
Opção vegana: panqueca de ervilha com cenoura 
Sopa de legumes com carne e arroz 
Saladas de folhosa  e pepino 
Molho para salada: vinagrete","Cubos ao molho de tomate 
Opção vegana: tomate recheado com feijão fradinho 
Sopa caipira 
Saladas de folhosa  e chuchu 
Molho para salada: molho rosê"
