"data","tipo_refeicao","Quinta-Feira 09/10/2025","Sexta-Feira 10/10/2025","Segunda-Feira 13/10/2025"
"2025-10-09_14:18:34.656729","Café da manhã","Pão hot-dog com ovo mexido 
Opção vegana: pão integral com patê de abacate 
Banana","Pão de cenoura com patê de frango
Opção vegana: pão integral com patê de ervas
Salada de frutas","Pão de hot-dog com ovo mexido 
Opção vegana: pão integral com patê de azeitona
Maçã"
"2025-10-09_14:18:34.656729","Almoço","Goulash de frango com legumes 
Opção vegana: goulash de ervilha seca 
Espaguete ao alho e óleo 
Saladas de folhosa  e tomate 
Molho para salada: vinagrete 
Pudim romeu e julieta","Barreado 
Opção vegana: pimentão recheado com ervilha seca 
Farofa de banana 
Saladas de folhosa e berinjela cozida 
Molho de salada: molho tártaro","Bife acebolado 
Opção vegana: lentilha refogada 
Quibebe 
Saladas de folhosa e beterraba ralada  
Molho para salada: molho de mostarda. 
Tangerina"
"2025-10-09_14:18:34.656729","Jantar","Cubos ao molho de tomate 
Opção vegana: tomate recheado com feijão fradinho 
Sopa caipira 
Saladas de folhosa  e chuchu 
Molho para salada: molho rosê","Lasanha á bolonhesa 
Abobrinha recheada com proteína de soja 
Sopa juliana com arroz 
Saladas de folhosa e repolho cozido
Molho para salada: vinagrete","Carne moída ao molho 
Opção vegana: PTS com couve 
Canja 
Saladas de folhosa  e tabule  
Molho para salada: vinagrete"
