"data","tipo_refeicao","Quarta-Feira 12/11/2025","Quinta-Feira 13/11/2025"
"2025-11-12_06:27:06.704628","Café da manhã","Pão hot-dog ou integral com presunto 
Opção vegana: pão hot-dog ou integral com escabeche de berinjela 
Banana","Pão francês ou integral com manteiga 
Opção vegana: pão francês ou integral com pasta de amendoim 
Bolo de laranja 
Abacaxi"
"2025-11-12_06:27:06.704628","Almoço","Cubos de carne ao molho madeira 
Opção vegana: trouxinha de acelga com pasta de ervilha 
Batata doce sautée 
Saladas de folhosa e pepino 
Molho para saladas: vinagrete 
Salada de frutas","Filé de peixe à milanesa 
Opção vegana: falafel 
Chuchu com cenoura sauteé 
Saladas de folhosa  e tomate 
Molho para saladas: molho rosê 
Melancia"
"2025-11-12_06:27:06.704628","Jantar","Filé de peixe à milanesa 
Opção vegana: cuscuz vegano com lentilha 
Sopa juliana com arroz 
Saladas de folhosa e abobrinha ralada 
Molho para saladas: molho verde","Carne moída refogada 
Opção vegana: PTS refogada com abóbora 
Creme de ervilha 
Saladas de folhosa  e beterraba cozida
Molho para saladas: vinagrete"
