"data","tipo_refeicao","Segunda-Feira 02/02/2026","Terça-Feira 03/02/2026","Quarta-Feira 04/02/2026"
"2026-02-02_16:35:51.552571","Café da manhã","Pão de cenoura ou integral com patê de queijo 
Opção vegana: pão de cenoura ou integral com pasta de abacate 
Maçã","Pão francês ou integral com manteiga 
Opção vegana: pão francês ou integral com hommus 
Mamão","Pão de milho ou integral com presunto
Opção vegana: pão de cenoura ou integral com inhame 
Melão"
"2026-02-02_16:35:51.552571","Almoço","Bisteca ao molho barbecue 
2ª opção: ovos à provençal
Opção vegana: grão-de-bico ao molho barbecue 
Quirera com costelinha 
Saladas de folhosa  e beterraba ralada 
Molho para saladas: vinagrete 
Laranja","Picadinho de carne 
Opção vegana: soja com brócolis e couve-flor sugo 
Repolho à portuguesa 
Saladas de folhosa e cenoura cozida 
Molho para saladas: molho verde 
Sagu de vinho","Frango com quiabo 
Opção vegana: lentilha com quiabo 
Quibebe 
Saladas de folhosa  e macarronese 
Molho para saladas: vinagrete 
Maçã"
"2026-02-02_16:35:51.552571","Jantar","Carne ao curry 
Opção vegana: soja com batata ao curry 
Sopa de creme de abóbora com gengibre 
Saladas de folhosa  e pepino 
Molho para saladas: vinagrete","Estrogonofe de frango 
Opção vegana: estrogonofe de berinjela com feijão branco 
Batata chips 
Saladas de folhosa e tomate 
Molho para saladas: vinagrete","Bife à cigana 
Opção vegana: grão-de-bico com vagem 
Canja 
Saladas de folhosa e berinjela com orégano 
Molho para saladas: molho de mostarda"
