"data","tipo_refeicao","Quinta-Feira 02/10/2025","Sexta-Feira 03/10/2025","Segunda-Feira 06/10/2025"
"2025-10-02_14:17:51.983566","Café da manhã","Pão hot-dog com manteiga 
Opção vegana: pão integral com pasta de amendoim 
Maçã","Pão francês com queijo 
Opção vegano: pão integral com requeijão vegano 
Melancia","Pão de hot-dog com presunto 
Opção vegana: pão integral com pasta de amendoim 
Laranja"
"2025-10-02_14:17:51.983566","Almoço","Bife de panela 
Lentilha ao sugo 
Aipim com bacon 
Saladas de folhosa e grão-de-bico
Molho para salada: molho rosê 
Laranja","Frango crocante 
Opção vegana: berinjela recheada com creme de ervilha 
Ratatouille 
Saladas de folhosa  e beterraba ralada 
Molho da salada: vinagrete 
Surpresa de banana","Carne em cubos ao molho de ervilha 
Berinjela à rolê com pasta de feijão branco 
Cenoura sauteé 
Saladas de folhosa e tomate 
Molho para salada: vinagrete 
Melão"
"2025-10-02_14:17:51.983566","Jantar","Fricassê de frango 
Empadão de ervilha com cenoura e vagem 
Sopa húngara 
Saladas de folhosa e tomate 
Molho para salada: vinagrete","Posta assada 
Opção vegana: abobrinha à rolê com pasta de lentilha 
Sopa de legumes com arroz 
Saladas de folhosa  e pepino 
Molho da salada: molho verde","Frango com quiabo 
Trouxinha de acelga com pasta de ervilha 
Sopa de carne com macarrão 
Saladas de folhosa e beterraba ralada 
Molho para salada: molho de mostarda"
