"data","tipo_refeicao","Quinta-Feira 29/01/2026","Sexta-Feira 30/01/2026"
"2026-01-29_12:46:12.506015","Café da manhã","Pão francês com pasta de amendoim 
Opção: pão francês ou integral com manteiga 
Maçã","Pão hot-dog com queijo 
Opção: pão hot-dog ou integral com pasta de inhame 
Abacaxi"
"2026-01-29_12:46:12.506015","Almoço","Bife de panela 
Opção vegana: lentilha com couve-flor e cenoura ao sugo 
Bobó de aipim 
Saladas de folhosa  e grão-de-bico ao vinagrete 
Molho para salada: rosê 
Mamão","Frango crocante 
Opção vegana: canelone recheado com pasta de ervilha seca 
Ratatouille 
Saladas de folhosa  e beterraba ralada 
Molho para salada: vinagrete 
Canjica"
"2026-01-29_12:46:12.506015","Jantar","Empadão de frango 
Opção vegana: empadão de ervilha seca, cenoura e vagem 
Sopa de legumes com arroz 
Saladas de folhosa  e tomate 
Molho para salada: vinagrete","Posta assada 
Opção vegana: abobrinha à rolê com pasta de feijão cavalo 
Sopa primavera 
Saladas de folhosa  e pepino 
Molho para salada: verde"
