"data","tipo_refeicao","Sexta-Feira 03/10/2025","Segunda-Feira 06/10/2025"
"2025-10-03_06:24:09.915869","Café da manhã","Pão francês com queijo 
Opção vegano: pão integral com requeijão vegano 
Melancia","Pão de hot-dog com presunto 
Opção vegana: pão integral com pasta de amendoim 
Laranja"
"2025-10-03_06:24:09.915869","Almoço","Frango crocante 
Opção vegana: berinjela recheada com creme de ervilha 
Ratatouille 
Saladas de folhosa  e beterraba ralada 
Molho da salada: vinagrete 
Surpresa de banana","Carne em cubos ao molho de ervilha 
Berinjela à rolê com pasta de feijão branco 
Cenoura sauteé 
Saladas de folhosa  e tomate 
Molho para salada: vinagrete 
Melão"
"2025-10-03_06:24:09.915869","Jantar","Posta assada 
Opção vegana: abobrinha à rolê com pasta de lentilha 
Sopa de legumes com arroz 
Saladas de folhosa  e pepino 
Molho da salada: molho verde","Frango com quiabo 
Trouxinha de acelga com pasta de ervilha 
Sopa de carne com macarrão 
Saladas de folhosa  e beterraba ralada 
Molho para salada: molho de mostarda"
