"data","tipo_refeicao","Quinta-Feira 27/11/2025","Sexta-Feira 28/11/2025"
"2025-11-27_06:27:31.305108","Café da manhã","Pão de milho ou integral com queijo 
Opção vegana: pão de milho ou integral com patê de ervilha 
Melão","Pão francês ou integral com patê de frango
Opção vegana: pão francês ou integral com doce de maçã 
Abacaxi"
"2025-11-27_06:27:31.305108","Almoço","Frango al limone 
Opção vegana: rolinho de abobrinha com quinoa e grão-de-bico
Macarrão ao alho e óleo 
Saladas de folhosa  e berinjela temperada 
Molho para saladas: vinagrete 
Pudim de baunilha com calda de café","Picadinho ao molho Roty 
Opção vegana: grão-de-bico com curry 
Chuchu com cenoura sauteé 
Saladas de folhosa  e pepino 
Molho para saladas: molho verde 
Mamão"
"2025-11-27_06:27:31.305108","Jantar","Lasanha à bolonhesa 
Opção vegana: lasanha de berinjela com lentilha 
Sopa minestrone 
Saladas de folhosa  e tomate 
Molho para saladas: molho tártaro","Fricassê de frango 
Opção vegana: empadão de ervilha com cenoura e vagem 
Sopa de abóbora 
Saladas de folhosa  e beterraba ralada 
Molho para saladas: vinagrete"
