"data","tipo_refeicao","Segunda-Feira 06/10/2025","Terça-Feira 07/10/2025","Quarta-Feira 08/10/2025"
"2025-10-07_01:04:44.685153","Café da manhã","Pão de hot-dog com presunto 
Opção vegana: pão integral com pasta de amendoim 
Laranja","Pão de milho com manteiga 
Opção vegana: pão integral com doce de banana 
Melancia","Pão francês com queijo 
Opção vegana: pão integral com patê de ervilha seca 
Mamão"
"2025-10-07_01:04:44.685153","Almoço","Carne em cubos ao molho de ervilha 
Berinjela à rolê com pasta de feijão branco 
Cenoura sauteé 
Saladas de folhosa  e tomate 
Molho para salada: vinagrete 
Melão","Frango assado 
Opção vegana: croquete de lentilha 
Repolho refogado 
Salada de folhosa  e cenoura cozida 
Molho para salada: molho verde 
Sagu com creme","Bife à romanesca 
Opção vegana: PTS refogada com espinafre 
Abobrinha refogada 
Saladas de folhosa  e beterraba ralada 
Molho para salada: vinagrete 
Abacaxi"
"2025-10-07_01:04:44.685153","Jantar","Frango com quiabo 
Trouxinha de acelga com pasta de ervilha 
Sopa de carne com macarrão 
Saladas de folhosa  e beterraba ralada 
Molho para salada: molho de mostarda","Bife à milanesa 
Opção vegana: soja à caipira 
Sopa de abóbora e aipim 
Salada de folhosa  e rabanete 
Molho para salada: vinagrete","Panqueca de frango 
Opção vegana: panqueca de ervilha com cenoura 
Sopa de legumes com carne e arroz 
Saladas de folhosa  e pepino 
Molho para salada: vinagrete"
