"data","tipo_refeicao","Segunda-Feira 09/03/2026","Terça-Feira 10/03/2026"
"2026-03-08_12:36:19.944163","Café da manhã","Pão francês ou integral com patê de presunto 
Opção vegana: pão francês ou integral com pasta de amendoim 
Maçã","Pão hot-dog ou integral com ovo mexido 
Opção vegana: pão hot-dog ou integral com pasta de grão-de-bico e beterraba 
Melão"
"2026-03-08_12:36:19.944163","Almoço","Bife à pizzaiolo 
Opção vegana: PTS com cenoura refogada 
Quirera com tempero verde 
Saladas de folhosa  e beterraba ralada 
Molho para saladas: molho verde 
Melão","Filé de frango à canadense 
Opção vegana: lentilha com aipim frito 
Abóbora refogada 
Saladas de folhosa  e rabanete 
Molho para saladas: vinagrete 
Melancia"
"2026-03-08_12:36:19.944163","Jantar","Frango ao molho de laranja 
Opção vegana: lentilha com legumes 
Sopa de feijão 
Saladas de folhosa  e cenoura ralada 
Molho para saladas: vinagrete","Carne moída com ervilha 
Opção vegana: quibe de PTS 
Sopa de raízes 
Saladas de folhosa  e pepino 
Molho para saladas: molho rosê"
